player_name,Season,round_number,fantasy_points,CBAs,total_CBAs,CBA_percentage,TOG,kick_ins,kicks,handballs,disposals,marks,tackles,contestedMarks,uncontestedMarks,goals,behinds,hitouts,contestedPossessions,uncontestedPossessions,freesFor,freesAgainst,clangers,turnovers,rebound50s,inside50s,hitoutWinPercentage,disposalEfficiency,kick_efficiency,ruck_contests_attended,team,total_kick_ins,opposition_team,venue,start_time,temperature,conditions,kick_in_percentage,position,dob,height,weight,fantasy_defender_status,fantasy_midfield_status,fantasy_ruck_status,fantasy_forward_status,games_played
Adam Treloar,2022,Round 2,117,21,33,63.64,83,0,11,21,32,7,4,0,7,1,1,0,7,22,1,1,1,2,2,2,0,78.1,63.6,0,Western Bulldogs,6,Carlton,Marvel Stadium,2022-03-24T19:20:00,20,MOSTLY_SUNNY,0,MIDFIELDER,1993-03-09,184,89,FALSE,TRUE,FALSE,TRUE,16
Adam Treloar,2022,Round 3,88,10,22,45.45,84,0,13,14,27,4,3,0,4,0,0,0,10,16,0,1,1,2,1,3,0,77.8,61.5,0,Western Bulldogs,6,Sydney Swans,Marvel Stadium,2022-03-31T19:20:00,21,RAIN,0,MIDFIELDER,1993-03-09,184,89,FALSE,TRUE,FALSE,TRUE,16
Adam Treloar,2022,Round 4,73,3,26,11.54,88,0,11,13,24,3,0,0,3,1,1,0,6,18,1,1,3,2,1,3,0,79.2,63.6,0,Western Bulldogs,9,Richmond,MCG,2022-04-09T19:25:00,26,MOSTLY_SUNNY,0,MIDFIELDER,1993-03-09,184,89,FALSE,TRUE,FALSE,TRUE,16
Adam Treloar,2022,Round 5,109,19,36,52.78,87,0,15,13,28,6,5,0,6,0,0,0,8,21,0,0,3,3,3,4,0,71.4,60,0,Western Bulldogs,5,North Melbourne,Marvel Stadium,2022-04-15T16:20:00,24,MOSTLY_SUNNY,0,MIDFIELDER,1993-03-09,184,89,FALSE,TRUE,FALSE,TRUE,16
Adam Treloar,2022,Round 6,88,9,21,42.86,86,0,8,14,22,1,5,0,1,2,0,0,10,11,1,0,2,2,0,4,0,68.2,37.5,0,Western Bulldogs,15,Adelaide Crows,Mars Stadium,2022-04-23T13:45:00,18,MOSTLY_SUNNY,0,MIDFIELDER,1993-03-09,184,89,FALSE,TRUE,FALSE,TRUE,16
Adam Treloar,2022,Round 7,78,9,30,30,78,0,11,11,22,4,4,0,4,0,0,0,8,15,1,2,3,6,0,4,0,77.3,72.7,0,Western Bulldogs,11,Essendon,Marvel Stadium,2022-05-01T15:20:00,20,MOSTLY_SUNNY,0,MIDFIELDER,1993-03-09,184,89,FALSE,TRUE,FALSE,TRUE,16
Adam Treloar,2022,Round 8,90,16,26,61.54,86,0,14,9,23,5,3,0,5,0,0,0,4,16,3,0,3,2,3,3,0,69.6,57.1,0,Western Bulldogs,14,Port Adelaide,Adelaide Oval,2022-05-06T19:00:00,18,MOSTLY_SUNNY,0,MIDFIELDER,1993-03-09,184,89,FALSE,TRUE,FALSE,TRUE,16
Adam Treloar,2022,Round 9,134,12,25,48,79,0,21,14,35,3,3,0,3,3,1,0,15,21,3,0,4,4,1,4,0,68.6,52.4,0,Western Bulldogs,9,Collingwood,Marvel Stadium,2022-05-13T19:50:00,19,RAIN,0,MIDFIELDER,1993-03-09,184,89,FALSE,TRUE,FALSE,TRUE,16
Adam Treloar,2022,Round 10,100,12,32,37.5,78,0,15,11,26,1,6,0,1,1,2,0,10,16,1,1,5,5,5,4,0,53.8,46.7,0,Western Bulldogs,9,Gold Coast Suns,Mars Stadium,2022-05-21T13:45:00,17,SUNNY,0,MIDFIELDER,1993-03-09,184,89,FALSE,TRUE,FALSE,TRUE,16
Adam Treloar,2022,Round 11,129,22,38,57.89,87,0,16,19,35,9,2,0,9,1,2,0,13,21,0,0,4,5,0,7,0,71.4,50,0,Western Bulldogs,6,West Coast Eagles,Optus Stadium,2022-05-28T17:30:00,18,MOSTLY_SUNNY,0,MIDFIELDER,1993-03-09,184,89,FALSE,TRUE,FALSE,TRUE,16
Adam Treloar,2022,Round 12,77,12,26,46.15,83,0,8,19,27,1,5,0,1,0,0,0,10,16,1,3,6,3,0,3,0,77.8,62.5,0,Western Bulldogs,11,Geelong Cats,Marvel Stadium,2022-06-03T19:50:00,13,RAIN,0,MIDFIELDER,1993-03-09,184,89,FALSE,TRUE,FALSE,TRUE,16
Adam Treloar,2022,Round 14,102,24,39,61.54,84,0,14,17,31,4,3,0,4,0,2,0,8,24,0,0,3,4,2,5,0,61.3,35.7,0,Western Bulldogs,9,GWS Giants,GIANTS Stadium,2022-06-18T19:25:00,20,RAIN,0,MIDFIELDER,1993-03-09,184,89,FALSE,TRUE,FALSE,TRUE,16
Adam Treloar,2022,Round 15,77,18,35,51.43,79,0,9,18,27,3,1,0,3,0,0,0,13,15,1,0,3,2,0,2,0,74.1,55.6,0,Western Bulldogs,11,Hawthorn,Marvel Stadium,2022-06-24T19:00:00,16,RAIN,0,MIDFIELDER,1993-03-09,184,89,FALSE,TRUE,FALSE,TRUE,16
Adam Treloar,2022,Round 16,100,11,29,37.93,76,0,12,14,26,3,6,0,3,1,1,0,13,14,2,2,6,5,0,2,0,69.2,50,0,Western Bulldogs,12,Brisbane Lions,Gabba,2022-06-30T19:20:00,21,RAIN,0,MIDFIELDER,1993-03-09,184,89,FALSE,TRUE,FALSE,TRUE,16
Adam Treloar,2022,Round 17,102,0,30,0,83,3,13,19,32,5,2,1,4,0,1,0,9,21,1,0,4,8,10,1,0,71.9,61.5,0,Western Bulldogs,18,Sydney Swans,SCG,2022-07-08T19:50:00,16,SUNNY,16.67,MIDFIELDER,1993-03-09,184,89,FALSE,TRUE,FALSE,TRUE,16
Aidan Corr,2022,Round 1,41,0,23,0,89,0,7,2,9,4,1,0,4,0,0,0,2,7,0,0,2,3,3,0,0,66.7,71.4,0,North Melbourne,12,Hawthorn,MCG,2022-03-20T13:10:00,24,MOSTLY_SUNNY,0,KEY_DEFENDER,1994-05-17,195,97,TRUE,FALSE,FALSE,FALSE,15
Aidan Corr,2022,Round 2,78,0,22,0,83,1,15,4,19,11,0,3,8,0,0,0,6,14,1,3,3,1,0,0,0,89.5,86.7,0,North Melbourne,11,West Coast Eagles,Marvel Stadium,2022-03-27T13:10:00,28,SUNNY,9.09,KEY_DEFENDER,1994-05-17,195,97,TRUE,FALSE,FALSE,FALSE,15
Aidan Corr,2022,Round 3,57,0,34,0,92,2,10,5,15,5,1,0,5,0,0,0,4,11,1,1,4,5,5,2,0,66.7,60,0,North Melbourne,18,Brisbane Lions,Gabba,2022-04-02T19:00:00,18,MOSTLY_SUNNY,11.11,KEY_DEFENDER,1994-05-17,195,97,TRUE,FALSE,FALSE,FALSE,15
Aidan Corr,2022,Round 4,39,0,29,0,79,1,6,6,12,2,1,1,1,0,0,0,6,5,2,1,2,2,5,1,0,83.3,66.7,0,North Melbourne,8,Sydney Swans,SCG,2022-04-09T14:40:00,24,RAIN,12.5,KEY_DEFENDER,1994-05-17,195,97,TRUE,FALSE,FALSE,FALSE,15
Aidan Corr,2022,Round 5,34,0,36,0,73,2,6,5,11,2,0,0,2,0,0,0,3,6,0,0,2,3,5,0,0,63.6,66.7,0,North Melbourne,13,Western Bulldogs,Marvel Stadium,2022-04-15T16:20:00,24,MOSTLY_SUNNY,15.38,KEY_DEFENDER,1994-05-17,195,97,TRUE,FALSE,FALSE,FALSE,15
Aidan Corr,2022,Round 6,55,0,30,0,93,7,13,3,16,3,1,0,3,0,0,0,1,10,0,1,2,6,7,0,0,87.5,84.6,0,North Melbourne,19,Geelong Cats,Blundstone Arena,2022-04-24T13:10:00,19,MOSTLY_SUNNY,36.84,KEY_DEFENDER,1994-05-17,195,97,TRUE,FALSE,FALSE,FALSE,15
Aidan Corr,2022,Round 8,53,0,22,0,89,1,8,4,12,7,0,0,7,0,0,0,2,9,0,0,0,0,1,0,0,83.3,75,0,North Melbourne,12,Fremantle,Optus Stadium,2022-05-06T18:40:00,18,MOSTLY_SUNNY,8.33,KEY_DEFENDER,1994-05-17,195,97,TRUE,FALSE,FALSE,FALSE,15
Aidan Corr,2022,Round 9,44,0,27,0,89,8,9,3,12,2,1,0,2,0,0,0,4,3,1,0,3,4,6,0,0,75,77.8,0,North Melbourne,13,Port Adelaide,Blundstone Arena,2022-05-14T14:10:00,19,RAIN,61.54,KEY_DEFENDER,1994-05-17,195,97,TRUE,FALSE,FALSE,FALSE,15
Aidan Corr,2022,Round 10,110,0,26,0,89,4,24,5,29,13,1,1,12,0,0,0,3,22,0,5,8,3,11,0,0,82.8,87.5,0,North Melbourne,16,Melbourne,Marvel Stadium,2022-05-21T16:35:00,15,OVERCAST,25,KEY_DEFENDER,1994-05-17,195,97,TRUE,FALSE,FALSE,FALSE,15
Aidan Corr,2022,Round 11,76,0,27,0,88,0,10,8,18,9,2,0,9,0,0,0,4,13,1,2,2,0,3,0,0,88.9,100,0,North Melbourne,7,St Kilda,Marvel Stadium,2022-05-29T13:10:00,15,MOSTLY_SUNNY,0,KEY_DEFENDER,1994-05-17,195,97,TRUE,FALSE,FALSE,FALSE,15
Aidan Corr,2022,Round 12,67,0,26,0,91,8,14,0,14,3,4,1,2,0,0,0,2,3,0,0,0,2,11,0,0,92.9,92.9,0,North Melbourne,19,Gold Coast Suns,TIO Stadium,2022-06-04T16:05:00,18,MOSTLY_SUNNY,42.11,KEY_DEFENDER,1994-05-17,195,97,TRUE,FALSE,FALSE,FALSE,15
Aidan Corr,2022,Round 13,59,0,26,0,91,2,13,2,15,5,0,1,4,0,0,0,4,10,1,0,1,1,4,1,0,80,76.9,0,North Melbourne,12,GWS Giants,Marvel Stadium,2022-06-12T15:20:00,13,RAIN,16.67,KEY_DEFENDER,1994-05-17,195,97,TRUE,FALSE,FALSE,FALSE,15
Aidan Corr,2022,Round 15,39,0,29,0,89,2,9,0,9,6,0,0,6,0,0,0,1,7,0,2,3,3,2,0,0,55.6,55.6,0,North Melbourne,13,Adelaide Crows,Blundstone Arena,2022-06-26T13:10:00,11,RAIN,15.38,KEY_DEFENDER,1994-05-17,195,97,TRUE,FALSE,FALSE,FALSE,15
Aidan Corr,2022,Round 16,96,0,30,0,92,2,19,4,23,11,0,0,11,0,0,0,4,17,1,1,6,4,4,0,0,82.6,78.9,0,North Melbourne,18,Geelong Cats,GMHBA Stadium,2022-07-02T19:25:00,13,OVERCAST,11.11,KEY_DEFENDER,1994-05-17,195,97,TRUE,FALSE,FALSE,FALSE,15
Aidan Corr,2022,Round 17,24,0,29,0,96,1,5,2,7,0,2,0,0,0,0,0,2,4,0,1,2,0,2,0,0,100,100,0,North Melbourne,10,Collingwood,MCG,2022-07-09T13:45:00,13,RAIN,10,KEY_DEFENDER,1994-05-17,195,97,TRUE,FALSE,FALSE,FALSE,15
Aiden Begg,2022,Round 7,64,16,35,45.71,55,0,5,10,15,4,3,1,3,0,0,2,8,7,3,0,1,2,0,4,6.5,86.7,80,31,Collingwood,6,Gold Coast Suns,MCG,2022-05-01T13:10:00,20,MOSTLY_SUNNY,0,RUCK,2002-10-08,197,90,FALSE,FALSE,TRUE,FALSE,3
Aiden Begg,2022,Round 8,54,12,33,36.36,61,0,4,9,13,3,3,0,3,0,0,2,6,7,1,0,3,4,1,2,6.3,61.5,25,32,Collingwood,11,Richmond,MCG,2022-05-07T13:45:00,15,RAIN,0,RUCK,2002-10-08,197,90,FALSE,FALSE,TRUE,FALSE,3
Aiden Begg,2022,Round 9,13,6,25,24,62,0,0,2,2,1,1,0,1,0,0,5,1,1,0,1,2,1,0,0,22.7,100,0,22,Collingwood,15,Western Bulldogs,Marvel Stadium,2022-05-13T19:50:00,19,RAIN,0,RUCK,2002-10-08,197,90,FALSE,FALSE,TRUE,FALSE,3
Aiden Bonar,2022,Round 2,22,0,22,0,57,0,3,5,8,1,0,0,1,0,0,0,4,3,0,0,1,1,0,0,0,75,33.3,0,North Melbourne,11,West Coast Eagles,Marvel Stadium,2022-03-27T13:10:00,28,SUNNY,0,KEY_DEFENDER,1999-03-08,188,87,TRUE,FALSE,FALSE,FALSE,6
Aiden Bonar,2022,Round 3,-3,0,34,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,North Melbourne,18,Brisbane Lions,Gabba,2022-04-02T19:00:00,18,MOSTLY_SUNNY,0,KEY_DEFENDER,1999-03-08,188,87,TRUE,FALSE,FALSE,FALSE,6
Aiden Bonar,2022,Round 4,-3,0,29,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,North Melbourne,8,Sydney Swans,SCG,2022-04-09T14:40:00,24,RAIN,0,KEY_DEFENDER,1999-03-08,188,87,TRUE,FALSE,FALSE,FALSE,6
Aiden Bonar,2022,Round 7,30,0,31,0,86,1,6,1,7,3,1,0,3,0,0,0,1,6,0,1,2,0,5,0,0,71.4,66.7,0,North Melbourne,12,Carlton,Marvel Stadium,2022-04-30T19:25:00,18,MOSTLY_SUNNY,8.33,KEY_DEFENDER,1999-03-08,188,87,TRUE,FALSE,FALSE,FALSE,6
Aiden Bonar,2022,Round 15,35,0,29,0,85,0,6,4,10,1,2,0,1,0,0,0,2,7,1,1,1,0,1,2,0,80,83.3,0,North Melbourne,13,Adelaide Crows,Blundstone Arena,2022-06-26T13:10:00,11,RAIN,0,KEY_DEFENDER,1999-03-08,188,87,TRUE,FALSE,FALSE,FALSE,6
Aiden Bonar,2022,Round 17,27,0,29,0,75,0,1,8,9,1,1,0,1,0,0,0,3,7,1,0,2,0,1,0,0,77.8,100,0,North Melbourne,10,Collingwood,MCG,2022-07-09T13:45:00,13,RAIN,0,KEY_DEFENDER,1999-03-08,188,87,TRUE,FALSE,FALSE,FALSE,6
Alastair Lord,2022,Round 8,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Essendon,15,Hawthorn,Marvel Stadium,2022-05-07T19:25:00,15,RAIN,0,MEDIUM_DEFENDER,2003-11-26,181,75,TRUE,FALSE,FALSE,FALSE,1
Alec Waterman,2022,Round 4,53,0,34,0,79,0,7,3,10,5,1,1,4,2,1,0,4,6,0,2,2,1,0,2,0,50,57.1,0,Essendon,9,Adelaide Crows,Marvel Stadium,2022-04-10T13:10:00,27,MOSTLY_SUNNY,0,MEDIUM_FORWARD,1996-08-19,182,89,FALSE,FALSE,FALSE,TRUE,8
Alec Waterman,2022,Round 5,48,0,28,0,80,0,3,3,6,3,3,1,2,2,0,0,4,2,0,0,1,1,0,1,0,66.7,66.7,0,Essendon,11,Fremantle,Marvel Stadium,2022-04-17T16:40:00,28,MOSTLY_SUNNY,0,MEDIUM_FORWARD,1996-08-19,182,89,FALSE,FALSE,FALSE,TRUE,8
Alec Waterman,2022,Round 6,65,0,31,0,72,0,5,5,10,5,0,3,2,4,1,0,6,4,0,0,1,1,0,1,0,80,80,0,Essendon,3,Collingwood,MCG,2022-04-25T15:20:00,21,MOSTLY_SUNNY,0,MEDIUM_FORWARD,1996-08-19,182,89,FALSE,FALSE,FALSE,TRUE,8
Alec Waterman,2022,Round 7,26,0,30,0,77,0,2,5,7,2,1,0,2,0,0,0,3,3,0,0,0,0,0,0,0,71.4,50,0,Essendon,7,Western Bulldogs,Marvel Stadium,2022-05-01T15:20:00,20,MOSTLY_SUNNY,0,MEDIUM_FORWARD,1996-08-19,182,89,FALSE,FALSE,FALSE,TRUE,8
Alec Waterman,2022,Round 9,24,0,24,0,24,0,3,2,5,1,2,0,1,0,0,0,3,2,0,0,1,1,0,1,0,80,66.7,0,Essendon,21,Sydney Swans,SCG,2022-05-14T19:25:00,26,MOSTLY_SUNNY,0,MEDIUM_FORWARD,1996-08-19,182,89,FALSE,FALSE,FALSE,TRUE,8
Alec Waterman,2022,Round 10,37,0,22,0,77,0,6,3,9,2,3,0,2,1,1,0,5,3,0,4,4,5,0,3,0,66.7,66.7,0,Essendon,14,Richmond,MCG,2022-05-21T19:30:00,15,OVERCAST,0,MEDIUM_FORWARD,1996-08-19,182,89,FALSE,FALSE,FALSE,TRUE,8
Alec Waterman,2022,Round 11,50,1,19,5.26,81,0,5,4,9,5,2,1,4,1,1,0,4,6,0,1,3,3,0,1,0,66.7,60,0,Essendon,12,Port Adelaide,Adelaide Oval,2022-05-29T16:10:00,18,MOSTLY_SUNNY,0,MEDIUM_FORWARD,1996-08-19,182,89,FALSE,FALSE,FALSE,TRUE,8
Alec Waterman,2022,Round 13,16,0,23,0,21,0,0,4,4,0,2,0,0,0,0,0,4,0,0,0,1,1,0,0,0,75,0,0,Essendon,8,Carlton,MCG,2022-06-10T19:50:00,14,RAIN,0,MEDIUM_FORWARD,1996-08-19,182,89,FALSE,FALSE,FALSE,TRUE,8
Alex Davies,2022,Round 1,59,3,32,9.38,70,0,7,5,12,0,5,0,0,1,0,0,10,3,2,0,2,2,1,2,0,58.3,71.4,0,Gold Coast Suns,8,West Coast Eagles,Optus Stadium,2022-03-20T16:40:00,18,MOSTLY_SUNNY,0,MIDFIELDER_FORWARD,2002-03-18,191,86,FALSE,TRUE,FALSE,TRUE,12
Alex Davies,2022,Round 2,51,4,26,15.38,65,0,6,4,10,3,3,0,3,1,0,0,5,5,1,1,2,1,0,4,0,90,100,0,Gold Coast Suns,10,Melbourne,Metricon Stadium,2022-03-26T19:00:00,18,MOSTLY_SUNNY,0,MIDFIELDER_FORWARD,2002-03-18,191,86,FALSE,TRUE,FALSE,TRUE,12
Alex Davies,2022,Round 3,28,9,24,37.5,74,0,6,2,8,1,1,0,1,0,1,0,2,6,1,1,2,1,2,1,0,62.5,50,0,Gold Coast Suns,11,GWS Giants,GIANTS Stadium,2022-04-02T16:35:00,21,RAIN,0,MIDFIELDER_FORWARD,2002-03-18,191,86,FALSE,TRUE,FALSE,TRUE,12
Alex Davies,2022,Round 4,38,7,25,28,58,0,6,9,15,1,1,0,1,0,0,0,11,4,1,2,6,3,1,4,0,53.3,33.3,0,Gold Coast Suns,14,Carlton,Metricon Stadium,2022-04-10T16:10:00,27,MOSTLY_SUNNY,0,MIDFIELDER_FORWARD,2002-03-18,191,86,FALSE,TRUE,FALSE,TRUE,12
Alex Davies,2022,Round 5,22,9,26,34.62,60,0,3,2,5,0,3,0,0,0,0,0,1,4,0,1,1,0,0,0,0,60,33.3,0,Gold Coast Suns,9,St Kilda,Marvel Stadium,2022-04-16T13:45:00,27,SUNNY,0,MIDFIELDER_FORWARD,2002-03-18,191,86,FALSE,TRUE,FALSE,TRUE,12
Alex Davies,2022,Round 6,41,2,36,5.56,65,0,5,4,9,2,4,0,2,0,1,0,5,4,1,2,3,1,0,1,0,77.8,60,0,Gold Coast Suns,6,Brisbane Lions,Metricon Stadium,2022-04-24T16:10:00,24,RAIN,0,MIDFIELDER_FORWARD,2002-03-18,191,86,FALSE,TRUE,FALSE,TRUE,12
Alex Davies,2022,Round 7,54,13,35,37.14,62,0,8,5,13,5,1,1,4,0,1,0,6,8,0,0,4,4,1,1,0,46.2,25,0,Gold Coast Suns,13,Collingwood,MCG,2022-05-01T13:10:00,20,MOSTLY_SUNNY,0,MIDFIELDER_FORWARD,2002-03-18,191,86,FALSE,TRUE,FALSE,TRUE,12
Alex Davies,2022,Round 8,39,5,22,22.73,58,0,5,3,8,3,3,0,3,0,0,0,4,5,0,1,3,4,1,1,0,50,40,0,Gold Coast Suns,13,Sydney Swans,SCG,2022-05-07T13:45:00,20,SUNNY,0,MIDFIELDER_FORWARD,2002-03-18,191,86,FALSE,TRUE,FALSE,TRUE,12
Alex Davies,2022,Round 11,40,8,29,27.59,63,0,4,6,10,2,3,0,2,1,0,0,6,5,1,3,4,2,0,1,0,80,100,3,Gold Coast Suns,12,Hawthorn,TIO Stadium,2022-05-28T19:10:00,18,MOSTLY_SUNNY,0,MIDFIELDER_FORWARD,2002-03-18,191,86,FALSE,TRUE,FALSE,TRUE,12
Alex Davies,2022,Round 12,74,8,26,30.77,72,0,11,5,16,3,4,0,3,1,0,2,7,9,1,1,3,3,1,6,25,56.3,54.5,8,Gold Coast Suns,5,North Melbourne,TIO Stadium,2022-06-04T16:05:00,18,MOSTLY_SUNNY,0,MIDFIELDER_FORWARD,2002-03-18,191,86,FALSE,TRUE,FALSE,TRUE,12
Alex Davies,2022,Round 14,41,5,32,15.62,60,0,4,3,7,1,4,0,1,1,0,0,3,4,1,1,2,1,1,2,0,57.1,75,1,Gold Coast Suns,13,Adelaide Crows,Metricon Stadium,2022-06-19T15:20:00,22,RAIN,0,MIDFIELDER_FORWARD,2002-03-18,191,86,FALSE,TRUE,FALSE,TRUE,12
Alex Davies,2022,Round 15,18,3,30,10,38,0,0,1,1,0,4,0,0,0,0,0,2,0,0,0,0,1,0,0,0,100,0,0,Gold Coast Suns,15,Port Adelaide,Adelaide Oval,2022-06-26T15:40:00,18,MOSTLY_SUNNY,0,MIDFIELDER_FORWARD,2002-03-18,191,86,FALSE,TRUE,FALSE,TRUE,12
Alex Keath,2022,Round 1,28,0,29,0,94,0,6,3,9,1,0,0,1,0,0,0,7,4,1,0,0,3,6,0,0,55.6,66.7,0,Western Bulldogs,13,Melbourne,MCG,2022-03-16T19:10:00,27,RAIN,0,KEY_DEFENDER,1992-01-20,197,99,TRUE,FALSE,FALSE,FALSE,11
Alex Keath,2022,Round 2,35,0,33,0,100,0,4,2,6,2,3,1,1,0,0,0,5,1,1,0,0,0,2,0,0,83.3,75,0,Western Bulldogs,6,Carlton,Marvel Stadium,2022-03-24T19:20:00,20,MOSTLY_SUNNY,0,KEY_DEFENDER,1992-01-20,197,99,TRUE,FALSE,FALSE,FALSE,11
Alex Keath,2022,Round 3,95,0,22,0,100,0,10,9,19,12,1,3,9,1,0,0,8,11,1,0,2,2,1,2,0,94.7,100,0,Western Bulldogs,6,Sydney Swans,Marvel Stadium,2022-03-31T19:20:00,21,RAIN,0,KEY_DEFENDER,1992-01-20,197,99,TRUE,FALSE,FALSE,FALSE,11
Alex Keath,2022,Round 9,65,0,25,0,83,0,8,4,12,7,3,0,7,0,0,0,2,9,0,0,1,0,2,1,0,100,100,0,Western Bulldogs,9,Collingwood,Marvel Stadium,2022-05-13T19:50:00,19,RAIN,0,KEY_DEFENDER,1992-01-20,197,99,TRUE,FALSE,FALSE,FALSE,11
Alex Keath,2022,Round 10,30,0,32,0,84,0,4,3,7,2,1,0,2,0,0,0,3,5,2,0,2,2,2,1,0,71.4,75,0,Western Bulldogs,9,Gold Coast Suns,Mars Stadium,2022-05-21T13:45:00,17,SUNNY,0,KEY_DEFENDER,1992-01-20,197,99,TRUE,FALSE,FALSE,FALSE,11
Alex Keath,2022,Round 11,61,0,38,0,91,0,7,6,13,5,1,1,4,2,0,0,4,10,0,1,2,1,2,2,0,84.6,71.4,0,Western Bulldogs,6,West Coast Eagles,Optus Stadium,2022-05-28T17:30:00,18,MOSTLY_SUNNY,0,KEY_DEFENDER,1992-01-20,197,99,TRUE,FALSE,FALSE,FALSE,11
Alex Keath,2022,Round 12,67,0,26,0,93,0,9,6,15,8,1,1,7,0,0,0,4,11,0,0,1,1,1,0,0,86.7,77.8,0,Western Bulldogs,11,Geelong Cats,Marvel Stadium,2022-06-03T19:50:00,13,RAIN,0,KEY_DEFENDER,1992-01-20,197,99,TRUE,FALSE,FALSE,FALSE,11
Alex Keath,2022,Round 14,51,0,39,0,97,0,7,6,13,6,0,1,5,0,0,0,10,7,0,0,0,3,3,2,0,84.6,85.7,0,Western Bulldogs,9,GWS Giants,GIANTS Stadium,2022-06-18T19:25:00,20,RAIN,0,KEY_DEFENDER,1992-01-20,197,99,TRUE,FALSE,FALSE,FALSE,11
Alex Keath,2022,Round 15,67,0,35,0,90,0,10,8,18,7,2,1,6,0,0,0,4,16,1,3,5,5,2,2,0,66.7,70,0,Western Bulldogs,11,Hawthorn,Marvel Stadium,2022-06-24T19:00:00,16,RAIN,0,KEY_DEFENDER,1992-01-20,197,99,TRUE,FALSE,FALSE,FALSE,11
Alex Keath,2022,Round 16,38,0,29,0,92,0,6,1,7,4,3,2,2,0,0,0,3,4,0,2,5,0,0,1,0,85.7,83.3,0,Western Bulldogs,12,Brisbane Lions,Gabba,2022-06-30T19:20:00,21,RAIN,0,KEY_DEFENDER,1992-01-20,197,99,TRUE,FALSE,FALSE,FALSE,11
Alex Keath,2022,Round 17,41,0,30,0,85,0,3,5,8,2,4,0,2,0,0,0,2,6,0,0,0,0,0,0,0,100,100,0,Western Bulldogs,18,Sydney Swans,SCG,2022-07-08T19:50:00,16,SUNNY,0,KEY_DEFENDER,1992-01-20,197,99,TRUE,FALSE,FALSE,FALSE,11
Alex Neal-Bullen,2022,Round 1,85,5,29,17.24,88,0,10,8,18,3,7,1,2,0,1,0,8,10,1,0,1,4,0,6,0,72.2,60,0,Melbourne,5,Western Bulldogs,MCG,2022-03-16T19:10:00,27,RAIN,0,MEDIUM_FORWARD,1996-01-09,183,81,FALSE,FALSE,FALSE,TRUE,15
Alex Neal-Bullen,2022,Round 2,117,2,26,7.69,81,0,13,10,23,7,9,0,7,0,1,0,7,16,0,0,1,5,3,5,0,69.6,53.8,0,Melbourne,9,Gold Coast Suns,Metricon Stadium,2022-03-26T19:00:00,18,MOSTLY_SUNNY,0,MEDIUM_FORWARD,1996-01-09,183,81,FALSE,FALSE,FALSE,TRUE,15
Alex Neal-Bullen,2022,Round 3,36,2,28,7.14,84,0,4,6,10,2,3,0,2,0,0,0,5,5,0,2,3,1,1,2,0,80,75,0,Melbourne,10,Essendon,MCG,2022-04-01T19:20:00,20,MOSTLY_SUNNY,0,MEDIUM_FORWARD,1996-01-09,183,81,FALSE,FALSE,FALSE,TRUE,15
Alex Neal-Bullen,2022,Round 4,58,0,18,0,86,0,9,11,20,1,3,0,1,0,0,0,9,11,3,3,4,4,2,2,0,80,88.9,0,Melbourne,12,Port Adelaide,Adelaide Oval,2022-04-07T19:10:00,18,MOSTLY_SUNNY,0,MEDIUM_FORWARD,1996-01-09,183,81,FALSE,FALSE,FALSE,TRUE,15
Alex Neal-Bullen,2022,Round 5,65,0,30,0,81,0,6,7,13,2,5,0,2,1,1,0,4,9,0,0,1,2,0,1,0,76.9,50,0,Melbourne,11,GWS Giants,MCG,2022-04-16T19:25:00,27,SUNNY,0,MEDIUM_FORWARD,1996-01-09,183,81,FALSE,FALSE,FALSE,TRUE,15
Alex Neal-Bullen,2022,Round 6,81,3,21,14.29,84,0,9,18,27,3,4,0,3,0,2,0,14,15,3,4,8,9,1,2,0,63,22.2,0,Melbourne,6,Richmond,MCG,2022-04-24T19:25:00,19,MOSTLY_SUNNY,0,MEDIUM_FORWARD,1996-01-09,183,81,FALSE,FALSE,FALSE,TRUE,15
Alex Neal-Bullen,2022,Round 8,84,1,26,3.85,82,0,13,4,17,5,5,1,4,0,1,0,4,13,1,0,5,4,1,3,0,47.1,46.2,0,Melbourne,7,St Kilda,MCG,2022-05-08T13:10:00,16,RAIN,0,MEDIUM_FORWARD,1996-01-09,183,81,FALSE,FALSE,FALSE,TRUE,15
Alex Neal-Bullen,2022,Round 9,84,0,25,0,73,0,7,10,17,6,5,0,6,1,0,0,6,12,2,1,2,2,0,4,0,94.1,85.7,0,Melbourne,8,West Coast Eagles,Optus Stadium,2022-05-15T15:20:00,18,MOSTLY_SUNNY,0,MEDIUM_FORWARD,1996-01-09,183,81,FALSE,FALSE,FALSE,TRUE,15
Alex Neal-Bullen,2022,Round 10,56,1,26,3.85,83,0,8,4,12,2,4,0,2,0,1,0,6,8,1,0,1,2,1,9,0,50,25,0,Melbourne,5,North Melbourne,Marvel Stadium,2022-05-21T16:35:00,15,OVERCAST,0,MEDIUM_FORWARD,1996-01-09,183,81,FALSE,FALSE,FALSE,TRUE,15
